47,We are proud of you African Kwenyean girls Zimbabwe is celebrating  this with you🎉🎉🎉🎉🎉🎉
48,Congratulations our own 🇰🇪🇰🇪🇰🇪
49,Kenya the best of the best
50,"Congratulations Kenyan girls, watching surprisingly all the way from Vanuatu 🇻🇺 great performance."
51,We have the BODY STAR START TO FINISHING. 🙏🏿 🙏🏿 SPIRITUAL..
52,Congratulations Kenyans  🎊 👏 💐 🥳 🎊 👏
53,We aREADY KNOWS THE FIRST DEGREES ONLY..💪🏿🙏🏿🌟💯🎭👸🏾👸🏾✨️😱
54,Faith
55,Kudos
56,"HELLEN OBIRI,    MY GOD!!!!"
57,Really amazing race kenyans fastest running game no one meet this challenge.congrats
58,Kenya racing against time not people ❤❤
59,Even the commentators knew Kenya was to win this
60,Watu wa kasongo hoyeee.
61,Par Excellence Akways. You go Kenyan women 🎉🎉🎉
62,Always
63,That was exciting to watch and the Kenyan girls wow!....that was incredible!
64,The American trainers told their runners to run like robots: staying upright with rigid formulaic arm movement instead of leaning into the stride and letting arms swing as should naturally happen.  They spend more energy springing upward than forward.
65,Фантастика
66,"Super congratulations but who made the video looks like they are haters why they didn't show them getting their praises and they props it just goes to show you these people mentality towards the Black race, Big up my peoples."
67,She must be from Tanzania😂😂
68,Kenyans Hoyeeeee🎉🎉🎉🎉we celebrate you
69,Ohhh 😢😢😢am crying. Respect 🙏 🫡 🤲 gals .Kenyans 😢😢
70,❤❤❤❤❤
71,Something remarkable and astonishing. Good luck with good health 👍🤞.
72,Watching from Trinidad ruthing for the Kenyan's❤🎉🎉
73,Fill the gapp:Africans without Kenya 🇰🇪is...
74,Am a happy soul seeing Kenyan flag 🇰🇪 flying high ❤ congratulations 🎈 gals
75,"Kenya is blessed in sprinting 
A like 👍"
76,They do have bodies that just won't quit
77,Kenya has all  kinds of exceptional athletes. Congratulations girls.
78,"Beautiful, Awesome.  Congratulations Kenya"
79,My country🇰🇪🇰🇪🇰🇪 ♥️♥️♥️ Daima mimi mkenya🇰🇪✌️
80,Awesome
81,Big up
82,Good job!!!
83,And the black wins❤❤❤❤ proud to be a Kenyan!!
84,black is the power
85,"Vive l'Afrique !!!! 
L'Afrique  est le continent le plus riche et plus intelligent  !!!!!"
86,People should just give up on running against kenya on long stretches.😂😂😂😂😂😂plz kiv up... Wantam all the days... RUTO must go.
87,Kenya against the clock not fellow athletes 😂😂😂😂😂🇰🇪🇰🇪🇰🇪🇰🇪
88,Congratulations ❤❤
89,Kenya 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪❤❤❤❤❤❤❤❤❤
90,"If I'm reading correctly, the Kenyans went 13:40.40 for the 5000m, a full thirty seconds under the women's individual world record at the time (Tirunesh Dibaba at 14:11.15 in 2008), and about 18 seconds under the newly set WR (Beatrice Chebet at 13:58.06 on July 5, 2025).  The Americans, in second place, were under what the individual WR was at the time, but I don't believe they were under Chebet's time.  Amazing progression."
91,The end of this video is very disappointing..... 😢😢😢😢
92,What do they eat in Kenya for them to run fast like this
93,🎉🎉🎉 Kenya🇰🇪♥️♥️♥️
94,Congratulations team Kenya. Africa is proud of you
95,🎉😂😊
96,"What a run, new world record for Kenya. Well done USA for second. And for third Australia, my home country. All Kenya tho', the rest have a lot of catching up to do. Kenya had four classy runners here in a league of their own"
97,Wowwww
98,God gave us everything ❤❤❤❤ bravo Kenya 🙏🏾
99,"IS THERE A NY "" GREAT WHITE HOPES.. LEFT??.. . NOOOOO!! NOT RUNNING AGAINST TRUE BRONZE BEAUTY!! THE POWER IS IN THE  BEAUTIFUL SKIN!! 😅😅
SIMPLY PUT!!😂😂😂😂🤎🤎🤎🤎🤎🤎🤎🤎🤎🖤🖤🖤🤎🤎🤎🤎😝😝😝😝😝😝😝🤎🤎🤎👑👑👑👑👑👑👑👑👑🖤🖤🖤🖤👑👑👑👑👑👑👑TRUE AFRICAN QUEENS👑👑👑👑🖤🖤🤎🤎🤎👑👑👑👑"
100,Keyans much love from Ghana 🇬🇭 ❤❤
101,Congratulations Kenyans.... We love you girls
102,Alafu msichana wa watu akishakimbia hivi boyfriend muhuni anamuua..... Stupid
103,Wow they were just way too good for the rest
104,Kenya my pride....🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪 Congratulations our girls
105,"Am a proud to be a Kenyan,wakisii wote gonga hii like tukizonga🎉🎉🎉Obiri is my favorite gal from kisii land."
106,"Not the fastest race ever.  A true measure is drawn from an open race with no fantasy  B-team sub-category fiddles.  Men will always be the fastest runners of any open race, women will not."
107,"But they end with Australians....
typical. 😂"
108,Martinez ponytail shows you are rhythm love her stride❤❤❤❤😊
109,S4 run baby like the world is behind u coming for you! Beautiful form❤❤❤❤🎉
110,All the racist remarks ever said about Kenyans never stopped them from...um winning and participating.❤❤❤❤ they are focused on economics...😂❤🎉
111,Congrats
112,S3....babeeee❤❤❤😂🎉🎉
113,S2 beautiful run❤❤❤
114,Sister one had them double stepping to keep up😂😂😂😅❤❤❤🎉🎉🎉
115,Girl in front tired...sister's stride is golden❤❤❤❤🎉🎉🎉😂😂😂
116,This why they dont like us in stuff we dominate!
117,Am proud to be a kenyan
118,"Go Kenyans, you Dominated that race. Awesome strides and pace❤"
119,From USA Philadelphia
120,😂😂😂😂Kenyan 🇰🇪 congratulations in sports you are doing OK but  in politics you are gradually going back word❤❤
121,".. keep talking about pedigree??
..i thought for a second.... Westminster..
.. where's best of show..?!😮😢😂😊"
122,👏🏻👏🏻👏🏻👏🏻👏🏻🇰🇪💪💪💪
123,"I can't help but notice childish racists and nationalists are showing up in full force, celebrating their particular race and nationality  instead of individual achievement.  Here's a hint.  If a person from a particular country and of a particular race wins a track meet, honor should go to the athlete who put in the work, not the race or nation from which she or he originates.   Grow up y'all."
124,"Viva👍👍🥳🥳🥳🥳 to the Kenyan gals congratulations.we see how you smash the long distance races,  and we celebrate you 📢"
125,Go go african queens. We love u all
126,Bravo Kenya ❤🎉
127,😂😂😂❤❤❤❤🎉🎉🎉
128,USA / CUANDO GANA  GANA CON SANGRE DE AFRICA!
129,ESTADOS UNIDOS  ES UN PAIS MUY DEL TERCER MUNDO/ KENYA PAIS  SUPERIOR A USA!
130,The Kenyans won the race. But this video showed the second place runners collecting their medals. It's almost like the Australians won the race. Smh
131,Amazing Team work from Kenya. Eeh eeh!
132,"Kenya 🇰🇪🥳
Where Ethiopians 🤷🏽‍♂️"
133,Where is the exciting part the opponents of kenya werec like jogging in the park😂
134,"This is unfair, Kenyans is too much superior and should stop competing in long distances for few years so that  Europeans collect some trophies in that categories too."
135,https://youtu.be/Cp1FvxqLDb4?feature=shared  Deaths After Vaccination: Coincidence or Cause? // The Truth About COVID-19 Vaccines
136,Kenya 🇰🇪 to the world ❤
137,"Our Athletes never disappoint,our politicians do"
138,Celebrating the silver when it's only 4 teams 😂😂
139,Why not show the Africans being crowned? Jealous much?
140,Black power
141,She overlap her teammate😢?
142,Make competitive than this ?
143,"Wow incredible race.Mkenya Daima,An athletic power on its own league."
144,"Great to hear it, they had to work so hard to get the record."
145,"If there is a Black involved, the Black person or team will win!"
146,Put on some clothes! EAT SOMETHING!!
147,"Another clickbait misleading headline. This isn't the fastest relay ever (as of this video posting), it was the fastest at the time it was run eleven years ago. Also, the 90+ Legends announcer at 18:37 incorrectly identified the race as a 4 X 1600 meters. It's actually 4 X 1500 meters."
148,Kenya❤
149,❤❤❤🎉🎉🎉🎉🎉
150,Why did she say the USA won bronze when they came in second place
151,"Wait, I thought the USA was in second place"
152,Power of black woman 🎉❤❤❤congratulations 🎊
153,"Well done Kenya, from your jirani Tanzania. You did the Continent proud/"
154,They r legends great job ladies
155,"well done Africans ,we are One ,"
156,"No likes for not showing the 2nd, 3rd timings! How did US missed the silver? How Australia got silver? Shit!"
157,Where did US gone? Are they not the 2nd? This is shit! I don't understand!
158,"The one who took this video or posted is racist. 
Period!
Kenya 🇰🇪 won , why not show till the end as they take position to number one?"
159,"Kenya, where leaders are made. I am a proud Kenyan.🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪"
160,"Love from Nigeria🇳🇬🇳🇬🇳🇬, they really made us proud🎉 we the entire African's are indeed proud of this Kenyan's ladies ❤❤❤"
161,So beautiful and very refreshing seeing Kenyan's do us all proud
162,You're abless to the country
163,Congratulations KENYAN GIRLS
164,Congratulations Australia!  Keep breaking records. So proud of you all.
165,Kenya 🇰🇪 😍
166,Congratulations Kenya
167,Kenyans making us proud... hyping us to the world....❤
168,Proud of you Kenya!❤
169,Kenya would be well but Ruto has done worse than good we love you you our kenyans
170,❤❤❤❤❤❤❤
171,Congratulations Kenya  lady's for breaking new record🎉🎉🎉🎉🎉
172,"Kenyans has everything!
Our leaders????"
173,"ACHO MUITO LEGAL O ATLETISMO, PARABÉNS AFRICANAS E QUENIANAS SEMPRE  DANDO SHOW..."
174,four Kenyan Queens. the announcer did as well as the women. well done
175,"Kenya my country I'm proud to be a Kenyan, don't pass by not giving a like to Africa's queen"
176,"KENYA,🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪is our business and African blood runs on us,,❤❤❤❤"
177,"We call it ""AFRICAN EXCELLENCE"""
178,Get rid of the annoying thumping noise! 😡
179,The Kenyans are super powers .
180,Wow congratulations to my Kenyans🎉❤ you really did a great job 👍👏♥️♥️♥️♥️♥️you represent Africa very well 😂
181,Congrats Kenya 🇰🇪
182,"Maybe not so intelligent  but when it's come to stamina ,power and resilience black people are far more superior in races for instance .Therefore respects for the whole Africa and American black etc"
183,Kenya to the world 🌎 much love from this side
184,Why can't you show Kenyans celebration 😢😢
185,Proud of our girls congratulations
186,Kenya will always do Africa proud.
187,Love frm uganda❤❤❤❤
188,Obiri hs always been a beast on track.
189,"Wow, amazing perf!"
190,Shame on them
191,"GOD bless Kenya,, God bless you ❤"
192,Viva Africa
193,"Hahahaa! Dat izy d Kenyans put down d Whites like chewing nuts. BRAVO u  all Kenyans, BRAVO!!! 👍👏👏👏"
194,Proud 👏 of you ladies one Africa 🌍 from South Africa 🇿🇦 you go Kenyan ladies ❤
195,We can than faster than our other economy that why we are alive 😅😅😅 anyway we are proud to make Africa proud 🇰🇪 🇰🇪
196,"Faith Kipyegon was very small 11yrs ago, now she's a mother and she has won it all."
197,black is powerfull
198,"Who else is feeling those goosebumps 🎉🎉, congratulations 🎉Kenya"
199,"Am from Japan, I salute you Kenyans women 🎉🎉you don't struggle but run comfortably"
200,This race was in 2014 ! Great race KENYA 🇰🇪🎉🎉🎉🎉
201,Am proud to be Kenyan
202,The kenyas are sprinting 😮
203,❤❤❤❤❤ 🇰🇪 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪
204,Congratulations the Kenyan team we are proud of you.
205,"Love u kenya❤.. keep it up our Kenyan ladies❤,God bless you.. Esther from Kenya"
206,am from uganda just watched this and am thrilled sooo happy for my sisters EA oyee
207,"Words are not enough.... Whenever Kenya awes the world I go to our neighbors, Tanzanians and ask them. Do you even in your wildest dreams think one day you can achieve such glory?"
208,The only thing that keeps Kenyans together genuinely. Thank ulyou lord for the talent
209,"Even if you do not show the true legends, they remain so!🇰🇪🇰🇪🇰🇪🇰🇪Congraculations. We remain Kenyan all the time."
210,Faith kipyegon plus Hellen obiri what do you expect🎉
211,Congratulations girls🇰🇪🇰🇪
212,"Kenya, well done!"
213,KENYA WINS...and no one cares.
214,"BTW, delete your sht ch"
215,"Fearless, WTF. Fearless is when you go to war and put your life on the line, You hear people calling men fearless in races. NO. This BS with the women, who are unwatchable in most sports, is laughable."
216,Africa to the world ❤❤❤❤
217,"Yes Kenya, show them how it's done!"
218,"As ugandan, i cerebrate a kenyan lady"
219,It's still way more pleasant to see Australians. Real beauties.
220,And the Kenyan is the smallest. Well done Kenya❤
221,"Great efforts Ladies! 😊
   *Way to go Kenya!*
    🍃🎉🇰🇪🏃🏾‍♀🇰🇪🎉🍃"
222,Well done Kenya❤
223,Proudly African ❤thank you Kenya for making us proud 🎉
224,God is backing Kenya up 🙏🙏🇳🇦 there's backing up
225,😂😂its high time to just bann Kenyans we are tired of winning
226,Whenever we Kenyans commit we must Conquer
227,Divine Grace ❤❤❤🇳🇦
228,"Thank you, Kenya..."
229,Am watching from dubai  someone like my comment
230,Awesome our to our great champions 👏👏👏
231,"Where are Kenyans???? Didn’t you see the way they worked hard? Or the colour matters?😢😢😢😢😢😢😢😢😢😢😢Well, broadcasters are many with different ways of laying the information… CONGRATULATIONS 🎊🎈🎉🍾 TO KENYANS❤❤❤❤❤"
232,❤❤❤wow najivunia kuwa mkenya
233,Welldone our Kenyan girls congratulations!!🎉❤
234,"At this rate, the Kenyans should only compete with Ethiopians, black americans and jamaicans! The rest should find their own junior league!!!😂"
235,"As a Kenyan i always get tears of joy when I see our athletics flying our flag higher.  #Salut to our athletics ,n #proud kenyan"
236,Extremeeeeee 🎉❤❤❤
237,Unfair reports regarding the Kenyan won world record.
238,The ending of this video is just pathetic.
239,This was the birth of athletics champions and world record breakers
240,Kenyaaa🎉🎉🎉🎉🎉🎉
241,Hako kakutaptap mapaja nachukulia watoi kurukaruka i thought ndiko kataenda nayo Kenya 🇰🇪
242,I feel proud when am watching you ladies from Kenya 🎉🎉🎉🎉
243,"Wow, excellent fellew Kenyans.. Go Kenya,go, go ,go ."
244,"Welcome to Kenya, the land of great feet and determination! I am proud of those Kenyan sisters out there to show the world that Kenyans are great runners!"
245,Never seen someone being lapped in this race.
246,素晴らしいレースを見せてくれたケニアの選手たち！優勝を称える表彰台の映像が無いのは不自然です。ケニアの選手おめでとう🌹
247,"If Kenyans were not in the race, Americans would have cheated everyone into thinking they are the fastest humans on earth."
248,"🇰🇪from Thailand, with love."
249,Home is best
250,🇲🇲 The charge of the house brigade 🇲🇲 Myanmar -ဖြစ်ပါတယ်-ယခုအပြေးမယ်က(you)မဟုတ်ပါ(အတုမ-လူလိမ်မ)ဖြစ်ပါတယ်-သတ္တိရှိရင်ပညာခြင်းပြိုင်ပါမယ်
251,🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪
252,Eish Obiri this is extraordinary our gir l❤
253,You have done the country proud❤❤❤
254,"Absolute amazement!

Tenacity, energy, tactfullness....
Raw talent well curated and served fresh.
From 🇰🇪 with immense love to the world 🌎"
255,Kenya My Country 🥰
256,Congratulations to the Kenyans❤
257,Congrats to my country girls.
258,Congs our sis Alex from Uganda
259,Kenyans closest competitor is the world record.
260,Way to go Kenyans!!!!🇰🇪🇰🇪🇰🇪
261,Proud Kenyan 🥹
262,Hapo swafie... Kenyan like my comment❤
263,those romanians are really tall but they have weirdly short legs..
264,"w Omen's world record is NOT the world record, is it? FYF"
265,I’m faster
266,I love how the Kenyans dominate in Track and Field events. 💯 Absolutely stunning performance!!! Go Kenya goooooo❤❤❤❤
267,What an amazing site to see the beautiful Kenyan women on the track! well done!
268,Congrats Kenyans all the way from the Bahamas
269,Ohhhhh i love❤❤❤❤❤ my country!!!!!
270,I'm American but I was rooting for Kenya. 🤗🤗🤗
271,Amazing.
272,Kenya all the way 👏
273,I think the race got real exciting 14:25 after watching a little bit. Number two does look smooth.
274,"Not sure why anyone thought! If Kenyans are running, anyone else has a chance to win!"
275,Fast women slow men
276,Overlapping a fellow human in a relay on a global stage is most underrated thing I've ever seen.
277,"For God's sake, why did you show the second placed Americans instead of the WORLD RECORD BREAKING KENYAN WOMEN at the end of the race?! Racist coverage?"
278,If you're in any race against Faith kipyegon forget number 1 ❤🎉
279,Smoked lol 😊
280,"THE WAY WOMEN'S V@G!A=S ARE FIRCIBLY EXPOSED IN BALLET, GYMNASTICS, VOLLEYBALL AND TRACK SPORTS IS BEYOND REVOLTING."
281,Peperusha bendera nanii kenya 🇰🇪 to the world penda sana nchi yngu   ata kama tunachanga moto bdo n nchi yangu❤❤❤
282,How did Kenyans convince the  others to participate in this race 😮
283,Congratulations  Kenyan
284,Congratulations  Kenya
285,Faith is a beast!
286,Proud of ma mother land Kenya 🇰🇪
287,Kenia❤❤❤❤
288,🇰🇪🇰🇪🇰🇪💕💕
289,Congratulation Kenya's ❤❤
290,"Linda mi gente negra, mujeres hermosas, son más fuertes q' esas ""blanquitas"". Toda África es un encanto!"
291,Black power.concuqer the world
292,I can't stop watching this
293,Why Faith looks young 😮😮 maybe it's recorded
294,Proud of Africa🙌🏾
295,God bless Kenya my mother land. Congratulations
296,"Africa has it all ! From natural mineral , flora & fauna. To our human  strength , mentally & physically. Praise be to God!"
297,"Why didn't you show all 4 of the 1ST. PLACE FAST KENYAN WOMEN RUNNERS????? That country should have had their picture planted all over YouTube for running such a ""super-fast"" record-breaking race! CONGRATS..TO THE KENYAN RUNNERS for breaking fastest relay running! ❤❤❤❤❤❤❤❤❤🎉❤🎉❤🎉❤"
298,🎉❤
299,Original Godesses
300,Flying eagle
301,"Whatsoever Africa as a whole, #Ibrahim Traoe, miss Kadaffi, if you now you now."
302,thanks Kenya Queens 🎉🎉🎉🎉🎉
303,".......................""SELECTIVE"".... ""WOMAN"" = ""E N E R G E T I C"" &  Ower ""HABITABLE"" ""ZONE"" = ""SELECTIVE"" JAW ............................JOGIN  ""WOMAN'""!!"
304,Well done Kenyans sisters
305,Faith kipyegon is the beast 💪 🎉
306,Congratulations 🎉 Kenyans
307,"unfair ... didn't show the winners,... racist?"
308,Outstanding Performance to the Kenyans ladies and the other great women running this great race!! ❤❤❤❤👏🏿👏🏿👏🏿👏🏿👏🏿🔥🔥🔥🔥
309,When was ths please. Ths kenyan uniform was last used some yrs ago.
310,Congratulations our heroes❤❤❤❤❤ 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪
311,Beautiful work. 😊Love from a Kenyan ❤
312,Proud Kenyan I am.
313,❤
314,"Huyo mshenzi  ati if other countries were there,it would be more.....kenyans dont race against others..we race against the clock!!"
315,My neighboring country wow
316,Kenya.. Beautiful..Africa.. Splendid!! Well done ladies
317,Congratulation my Kenya's💓💪🙏
318,One was Trona while the other just the Kenyan. Why .. they didn't have names ...?
319,Waw it's kenya against the globe❤❤
320,Congratulations 🎉 our african ladies
321,Africa is much Talented
322,"Kenyans girls very strong, we'll practices l am from Tamil Nadu Thirupur"
323,Kenyans girls full of strength they in first place fendastic.
324,Well done  girls super fast l from Tamilnadu
325,Thanks u Kenya  miking Africa proud  am from somalia ❤❤❤
326,Congrats daughters of kenya
327,Ruto William is our only remaining problem.
328,Unakubuka ikonmy nya gasogo 😍🙌
329,"Hongera wa kwetu,"
330,🎉 Kenya the country the City 🏙️ under the sun below Ethiopia we are the chosen one it is written 😂
331,"Where is Americana..  bamanyi kuwakura ntaro, human talents zagaana"
332,That lady was over lapped but she was not in second place instead third
333,"we all know the African body is superior in sprinting,  but to achieve this the whole team had to train aerobically.  so,  i echo the sentiments from below.  I am a white USA citizen."
334,"That Kenyan long distance ranning combination is like cheat code should be illegal the ladies make it look so easy and it's not , congrats ."
335,No one even close!!!!  Exceptional performance!!!!!!
336,They are all amazing.congratulations
337,This race is crazy😂
338,Why didnt you talked about Paulino? She is a master class!
339,"Of the four runners, the American finished fifth!😂😂"
340,Are these runners wearing tops only to identify themselves as females!?😅😮
341,Our heroes Congratulations proud of you all the way.
342,US finished 3rd... they had commanding lead over Australia with 2 laps to go...  You should have shown the whole race.  Disappointing you did not.
343,Pure excellence from African Queens! So proud 🎉❤ From Ghana 🇬🇭
344,Congratulations  Kenyans
345,Wow my country kenya 🇰🇪 wow ❤❤❤❤
346,Congratulations Kenyan girls. Lots of love from Zimbabwe
347,Incredible!!
348,Congratulations team Kenya.😊
349,Great work Kenya 🎉🎉
350,I am proud of our Kenyans team. Well-done guys.  💌
351,Ruto must Go!.
352,Kenya never disappoint
353,Well done kunya my fellow african
354,Congratulations Kenya
355,"This is VERY weak performance by today's standards.  With Kipyegon running, Kenya could go sub 16 minutes if they cared enough (which they don't)  to put a team together to attempt this relay."
356,"Amazing, watu wa nguvu, always doing Kenya proud."
357,Congrats from Canada!! Truely impressive run!!
358,Congratulations ❤❤
359,"If Africans had visionary leaders, they could also have been  pioneers in science and technology. Alas! They are often led by the most corrupted and braindead men."
360,Why not show the Kenyans on the podium
361,It's just beautiful how Africans are so proud of this amazing performance
362,🎉🎉proud of the Kenyan team🎉
363,I love faith so much ❤️ kip keep the fire burning gal
364,This is tyr ressurrection of John Akibua of Uganda through Kenyan female atheletes. Big up
365,Hellen obiri🎉🎉🎉🎉🎉👏👏👏
366,Kenya my country 🇰🇪🇰🇪🇰🇪🇰🇪❤️
367,Why didn't you show the true legends!  The 🇰🇪 Kenyans should've been celebrated at the end of this video.  Congratulations Kenyans 🇰🇪 🎉🎉🎉😊
368,Exactly the Kenyans wins but we get shown the last team being crowned 🚮
369,Mervalous  performance
370,"They try but they can't keep the  Kenyans down. It's the story of the African child 🙌🏽
From South Africa ❤"
371,I’m faster
372,This is a white media. Racial hate is real.
373,I wish you would indicate the year the race was run(2014)
374,Wakenya wanajua kutoroka jameni😂
375,Proudly African! Kudos! We are so so proud of you...
376,Oh my word that was amazing !
377,"Melanin all the way, don't play with the African babe"
378,"It depends on 
the surface.
My school had a gravel running track.
I prefer running on grass.
As it does not hurt your feet.
Also you get all the dust blown in your face.
Not good if your running with your mouth open.
I used to run at school through the woods for 20 minutes
And  aslo Saturday used to run from my mother house.
up to the park and down the road.And sprint finish.
As well as competing with other schools after school.
I still run to the bus stop in the morning and from the other bus stop to work.
Also have running shoes.
You go faster."
379,Zola Budd used to run without shoes.
380,2014? This old bruh
381,CONGRATULATIONS KENYA❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
382,Well done Kenyan girls and awesome job my fellow Aussies❤
383,"Talent, beauty and strength.  I’m envious of her beautiful coffee complexion ❤️❤️❤️❤️❤️"
384,"Kenyan, ❤️❤️❤️❤️💯🇮🇳👍🙏"
385,Congratulations Kenya all the way. From Zimbabwe
386,Congratulations Team Kenya on your epic win. You've really made us proud and we thank God for making you successful.
387,11 years later faith Kipyegon is still Queen of the track.
388,"Discipline, dedication and determination!"
389,Whaaaat!!!! The distance 🙆🙆🙆is scaring go go Kenyan queens👏👏👏
390,Thank you daughters of Ruto
391,That's great
392,Why were the Kenyans not up on the Podium may I ask?
393,"Proud of you the Kenyan team ,, may God keep  you...."
394,"Beauty,passion and brains.
Exclusively made in Kenya🇰🇪"
395,Many thumbs up to Kenyan sister.Best wishes to you .Watching frm 🇳🇦
396,Congratulations my fellow Kenyan 😂😂walai tinajivunia uwepo wenu viva viva
397,Kenyans wow congratulations. Uganda.
398,Ruto must go
399,Am from Uganda ohh thanks Kenya guys am proud to be African
400,Quênia é simplesmente imbatível!
401,Magnifique superbe ❤❤❤❤
402,Congratulations to Kenya. You have made Africa proud
403,"Congratulations my people 👏👏. Kenyans we don't run, we disappear 🙌🙌🙌😀"
404,You can't outrun the Africans
405,Well done Queens❤❤❤❤
406,Oh my goodness!!! Congratulations Kenyans!!!
